atlas_id,source_id,physical_pdf_page,printed_page_numbers,exact_value,unit,qualifier,immediate_context,section_topic
BK25-NUM-038,BK25,8,8,10,min,,"rate. ‫ ׇ‬Give fluid bolus of crystalloid 500 ml IV in 10 minutes, repeat as necessary. ‫ ׇ‬Short acting β2-agonist: 2 - 10 inhalations of 100 µg of salbutamol via inhalation",general
BK25-NUM-039,BK25,8,8,2,,depending on severity; repeat every,"‫ ׇ‬Give fluid bolus of crystalloid 500 ml IV in 10 minutes, repeat as necessary. ‫ ׇ‬Short acting β2-agonist: 2 - 10 inhalations of 100 µg of salbutamol via inhalation [depending on severity], with option to repeat every 20 minutes, or via nebulization",general
BK25-NUM-040,BK25,8,8,2-10,inhalations,depending on severity; repeat every,"‫ ׇ‬Give fluid bolus of crystalloid 500 ml IV in 10 minutes, repeat as necessary. ‫ ׇ‬Short acting β2-agonist: 2 - 10 inhalations of 100 µg of salbutamol via inhalation [depending on severity], with option to repeat every 20 minutes, or via nebulization",general
BK25-NUM-041,BK25,8,8,100,µg,depending on severity; repeat every,"‫ ׇ‬Give fluid bolus of crystalloid 500 ml IV in 10 minutes, repeat as necessary. ‫ ׇ‬Short acting β2-agonist: 2 - 10 inhalations of 100 µg of salbutamol via inhalation [depending on severity], with option to repeat every 20 minutes, or via nebulization",general
BK25-NUM-042,BK25,8,8,20,min,up to; depending on severity; repeat every,"‫ ׇ‬Short acting β2-agonist: 2 - 10 inhalations of 100 µg of salbutamol via inhalation [depending on severity], with option to repeat every 20 minutes, or via nebulization (2.5-5 µg diluted in 3 mL of saline solution) up to 1 hour",general
BK25-NUM-043,BK25,8,8,2.5-5,µg,up to; depending on severity; repeat every,"[depending on severity], with option to repeat every 20 minutes, or via nebulization (2.5-5 µg diluted in 3 mL of saline solution) up to 1 hour ‫ ׇ‬Give chlorphenamine 20mg or clemastine 2 mg IV, repeat as necessary.",hypersensitivity/management
BK25-NUM-044,BK25,8,8,3,mL,up to; depending on severity; repeat every,"[depending on severity], with option to repeat every 20 minutes, or via nebulization (2.5-5 µg diluted in 3 mL of saline solution) up to 1 hour ‫ ׇ‬Give chlorphenamine 20mg or clemastine 2 mg IV, repeat as necessary.",hypersensitivity/management
BK25-NUM-045,BK25,8,8,1,h,up to; depending on severity; repeat every,"[depending on severity], with option to repeat every 20 minutes, or via nebulization (2.5-5 µg diluted in 3 mL of saline solution) up to 1 hour ‫ ׇ‬Give chlorphenamine 20mg or clemastine 2 mg IV, repeat as necessary.",hypersensitivity/management
BK25-NUM-046,BK25,8,8,20,mg,up to,"(2.5-5 µg diluted in 3 mL of saline solution) up to 1 hour ‫ ׇ‬Give chlorphenamine 20mg or clemastine 2 mg IV, repeat as necessary. ‫ ׇ‬Consider adding corticosteroid (for example prednisolone 50 mg IV*)",hypersensitivity/management
BK25-NUM-047,BK25,8,8,2,mg,up to,"(2.5-5 µg diluted in 3 mL of saline solution) up to 1 hour ‫ ׇ‬Give chlorphenamine 20mg or clemastine 2 mg IV, repeat as necessary. ‫ ׇ‬Consider adding corticosteroid (for example prednisolone 50 mg IV*)",hypersensitivity/management
BK25-NUM-048,BK25,8,8,50,mg,,"‫ ׇ‬Give chlorphenamine 20mg or clemastine 2 mg IV, repeat as necessary. ‫ ׇ‬Consider adding corticosteroid (for example prednisolone 50 mg IV*)",hypersensitivity/management
BK25-NUM-049,BK25,8,8,50,mg,equivalent to,*Prednisolone 50 mg IV is equivalent to: ‫ ׇ‬40 mg methylprednisolone,general
BK25-NUM-050,BK25,8,8,40,mg,equivalent to,*Prednisolone 50 mg IV is equivalent to: ‫ ׇ‬40 mg methylprednisolone ‫ ׇ‬8 mg dexamethasone,general
BK25-NUM-051,BK25,8,8,8,mg,,‫ ׇ‬40 mg methylprednisolone ‫ ׇ‬8 mg dexamethasone ‫ ׇ‬200 mg hydrocortisone,general
BK25-NUM-052,BK25,8,8,200,mg,,‫ ׇ‬8 mg dexamethasone ‫ ׇ‬200 mg hydrocortisone,general
BK25-NUM-053,BK25,9,9,2,,depending on severity; repeat every,"Mild bronchospasm: ‫ ׇ‬Short acting β2-agonist: 2 - 4 inhalations of 100 µg of salbutamol via inhalation [depending on severity], with option to repeat every 20 minutes, or via nebulisation (2.5-",hypersensitivity/management
BK25-NUM-054,BK25,9,9,2-4,inhalations,depending on severity; repeat every,"Mild bronchospasm: ‫ ׇ‬Short acting β2-agonist: 2 - 4 inhalations of 100 µg of salbutamol via inhalation [depending on severity], with option to repeat every 20 minutes, or via nebulisation (2.5-",hypersensitivity/management
BK25-NUM-055,BK25,9,9,100,µg,depending on severity; repeat every,"Mild bronchospasm: ‫ ׇ‬Short acting β2-agonist: 2 - 4 inhalations of 100 µg of salbutamol via inhalation [depending on severity], with option to repeat every 20 minutes, or via nebulisation (2.5-",hypersensitivity/management
BK25-NUM-056,BK25,9,9,20,min,depending on severity; repeat every,"‫ ׇ‬Short acting β2-agonist: 2 - 4 inhalations of 100 µg of salbutamol via inhalation [depending on severity], with option to repeat every 20 minutes, or via nebulisation (2.5- 5 µg diluted in 3 mL of saline solution) until clinical improvement.",general
BK25-NUM-057,BK25,9,9,2.5,,depending on severity; repeat every,"‫ ׇ‬Short acting β2-agonist: 2 - 4 inhalations of 100 µg of salbutamol via inhalation [depending on severity], with option to repeat every 20 minutes, or via nebulisation (2.5- 5 µg diluted in 3 mL of saline solution) until clinical improvement.",general
BK25-NUM-058,BK25,9,9,5,µg,depending on severity; repeat every,"[depending on severity], with option to repeat every 20 minutes, or via nebulisation (2.5- 5 µg diluted in 3 mL of saline solution) until clinical improvement. ‫ ׇ‬In case of deterioration give adrenaline 0.5 mg IM and consider consulting the rapid",hypersensitivity/management
BK25-NUM-059,BK25,9,9,3,mL,depending on severity; repeat every,"[depending on severity], with option to repeat every 20 minutes, or via nebulisation (2.5- 5 µg diluted in 3 mL of saline solution) until clinical improvement. ‫ ׇ‬In case of deterioration give adrenaline 0.5 mg IM and consider consulting the rapid",hypersensitivity/management
BK25-NUM-060,BK25,9,9,0.5,mg,,5 µg diluted in 3 mL of saline solution) until clinical improvement. ‫ ׇ‬In case of deterioration give adrenaline 0.5 mg IM and consider consulting the rapid response team.,hypersensitivity/management
BK25-NUM-061,BK25,9,9,0.5,mg,,"response team. ‫ ׇ‬When bronchospasm increases in severity, consider repeating adrenaline 0.5mg IM, guided by heart rate.",hypersensitivity/management
BK25-NUM-062,BK25,9,9,10 to 15,L/min,,Facial oedema without stridor: ‫ ׇ‬Give oxygen 10 to 15 L/min via a non-rebreathing mask. ‫ ׇ‬Give chlorphenamine 20 mg or clemastine 2 mg IV.,hypersensitivity/management
BK25-NUM-063,BK25,9,9,20,mg,,"‫ ׇ‬Give oxygen 10 to 15 L/min via a non-rebreathing mask. ‫ ׇ‬Give chlorphenamine 20 mg or clemastine 2 mg IV. ‫ ׇ‬If oedema is severe, near airways, or if stridor develops treat as anaphylaxis.",hypersensitivity/management
BK25-NUM-064,BK25,9,9,2,mg,,"‫ ׇ‬Give oxygen 10 to 15 L/min via a non-rebreathing mask. ‫ ׇ‬Give chlorphenamine 20 mg or clemastine 2 mg IV. ‫ ׇ‬If oedema is severe, near airways, or if stridor develops treat as anaphylaxis.",hypersensitivity/management
BK25-NUM-065,BK25,9,9,20,mg,,Diffuse urticaria/diffuse erythema: ‫ ׇ‬Give chlorphenamine 20 mg or clemastine 2 mg IV. ‫ ׇ‬If accompanied by hypotension: treat as anaphylaxis.,hypersensitivity/management
BK25-NUM-066,BK25,9,9,2,mg,,Diffuse urticaria/diffuse erythema: ‫ ׇ‬Give chlorphenamine 20 mg or clemastine 2 mg IV. ‫ ׇ‬If accompanied by hypotension: treat as anaphylaxis.,hypersensitivity/management
BK25-NUM-067,BK25,9,9,5,mg,once daily,"Consider: ‫ ׇ‬Prescribing a non-sedating antihistamine, for example desloratadine 5 mg PO or cetirizine 10 mg PO (once daily) for mild allergic reactions.",general
BK25-NUM-068,BK25,9,9,10,mg,once daily,"‫ ׇ‬Prescribing a non-sedating antihistamine, for example desloratadine 5 mg PO or cetirizine 10 mg PO (once daily) for mild allergic reactions. ‫ ׇ‬Ondansetron 4mg IV for protracted vomiting.",general
BK25-NUM-069,BK25,9,9,4,mg,once daily,cetirizine 10 mg PO (once daily) for mild allergic reactions. ‫ ׇ‬Ondansetron 4mg IV for protracted vomiting.,general
BK25-NUM-070,BK25,9,9,30,min,<; usually; minimum,"‫ ׇ‬If the patient has experienced a mild reaction, keep them under surveillance until every symptom has disappeared (minimum 30 min, usually <60 min). ‫ ׇ‬Patients experiencing a greater but non-life-threatening reaction should be observed for",general
BK25-NUM-071,BK25,9,9,60,min,<; usually; minimum,"‫ ׇ‬If the patient has experienced a mild reaction, keep them under surveillance until every symptom has disappeared (minimum 30 min, usually <60 min). ‫ ׇ‬Patients experiencing a greater but non-life-threatening reaction should be observed for",general
BK25-NUM-072,BK25,9,9,4-6,h,after; before,‫ ׇ‬Patients experiencing a greater but non-life-threatening reaction should be observed for 4-6 hours after successful treatment before condisdering discharge. ‫ ׇ‬Patients being discharged having had antihistamine medication should be advised not to,general
BK25-NUM-073,BK25,9,9,4,h,within,‫ ׇ‬Patients experiencing a life-threatening reaction should be admitted and observed. ‫ ׇ‬Obtain serum tryptase within 4h of reaction onset (see Prevention of Recurrent Reactions),documentation
BK25-NUM-074,BK25,11,11,4,h,within; after; ≥,Measure serum tryptase within 4 hours from the start of all moderate to severe immediate hypersensitivity reactions to contrast agents. A second measurement after ≥ 24 hours,hypersensitivity/management; documentation
BK25-NUM-075,BK25,11,11,24,h,within; after; ≥,Measure serum tryptase within 4 hours from the start of all moderate to severe immediate hypersensitivity reactions to contrast agents. A second measurement after ≥ 24 hours serves as a baseline for further allergologic examinations.,hypersensitivity/management; documentation
BK25-NUM-076,BK25,11,11,6,months,within; after,"During the allergy assessment, test for the suspected culprit contrast agent and several commonly used alternatives, ideally within 6 months after the hypersensitivity reaction.",hypersensitivity/management
BK25-NUM-077,BK25,12,12,30,min,at least,known* ‫ ׇ‬When the contrast medium is administered: observe the patient at least 30min with IV line in place,general
BK25-NUM-078,BK25,12,12,30,min,at least,gadolinium-based contrast agent ‫ ׇ‬When the contrast medium is administered: observe the patient at least 30min with IV line in place,general
BK25-NUM-079,BK25,12,12,30,min,at least,the culprit contrast medium is known* ‫ ׇ‬When the contrast medium is administered: observe the patient at least 30 minutes with IV line in place,general
BK25-NUM-080,BK25,13,13,30,min,at least,gadolinium-based contrast agent ‫ ׇ‬When the contrast medium is administered: observe the patient at least 30 minutes with IV line in place,general
BK25-NUM-081,BK25,13,13,30,min,at least,the culprit contrast medium is known* ‫ ׇ‬When the contrast medium is administered: observe the patient at least 30 minutes with IV line in place,general
BK25-NUM-082,BK25,13,13,50,mg,before; ≥,Emergency premedication protocol: ‫ ׇ‬50 mg prednisolone IV (or equivalent) – ≥ 30min before contrast administration ‫ ׇ‬2mg clemastine IV (or equivalent) – ≥ 30min before contrast administration,hypersensitivity/management; premedication
BK25-NUM-083,BK25,13,13,30,min,before; ≥,Emergency premedication protocol: ‫ ׇ‬50 mg prednisolone IV (or equivalent) – ≥ 30min before contrast administration ‫ ׇ‬2mg clemastine IV (or equivalent) – ≥ 30min before contrast administration,hypersensitivity/management; premedication
BK25-NUM-084,BK25,13,13,2,mg,before; ≥,‫ ׇ‬50 mg prednisolone IV (or equivalent) – ≥ 30min before contrast administration ‫ ׇ‬2mg clemastine IV (or equivalent) – ≥ 30min before contrast administration,hypersensitivity/management
BK25-NUM-085,BK25,13,13,30,min,before; ≥,‫ ׇ‬50 mg prednisolone IV (or equivalent) – ≥ 30min before contrast administration ‫ ׇ‬2mg clemastine IV (or equivalent) – ≥ 30min before contrast administration,hypersensitivity/management
BK25-NUM-086,BK25,13,13,50,mg,equivalent to,Note: 50 mg prednisolone IV is equivalent to: ‫ ׇ‬40 mg methylprednisolone IV,general
BK25-NUM-087,BK25,13,13,40,mg,equivalent to,Note: 50 mg prednisolone IV is equivalent to: ‫ ׇ‬40 mg methylprednisolone IV ‫ ׇ‬8 mg dexamethasone IV,general
BK25-NUM-088,BK25,13,13,8,mg,,‫ ׇ‬40 mg methylprednisolone IV ‫ ׇ‬8 mg dexamethasone IV ‫ ׇ‬200mg hydrocortisone IV,general
BK25-NUM-089,BK25,13,13,200,mg,,‫ ׇ‬8 mg dexamethasone IV ‫ ׇ‬200mg hydrocortisone IV,general
BK25-NUM-090,BK25,13,13,2,mg,equivalent to,Note: 2mg clemastine IV is equivalent to: ‫ ׇ‬50 mg diphenhydramine IV,hypersensitivity/management
BK25-NUM-091,BK25,13,13,50,mg,equivalent to,Note: 2mg clemastine IV is equivalent to: ‫ ׇ‬50 mg diphenhydramine IV ‫ ׇ‬20 mg chlorphenamine IV,hypersensitivity/management
BK25-NUM-092,BK25,13,13,20,mg,,‫ ׇ‬50 mg diphenhydramine IV ‫ ׇ‬20 mg chlorphenamine IV ‫ ׇ‬10 mg cetirizine IV,hypersensitivity/management
BK25-NUM-093,BK25,13,13,10,mg,,‫ ׇ‬20 mg chlorphenamine IV ‫ ׇ‬10 mg cetirizine IV,hypersensitivity/management
BK25-NUM-094,BK25,13,13,30,min,at least,known* ‫ ׇ‬When the contrast medium is administered: observe the patient at least 30 minutes with,general
BK25-NUM-095,BK25,14,14,30,min,at least,known* ‫ ׇ‬When the contrast medium is administered: observe the patient at least 30 minutes with IV line in place,general
BK25-NUM-096,BK25,15,15,"2,3",,,"Based on current knowledge, cross-reactivity can occur with a higher frequency among: ‫ ׇ‬Iodine-based contrast media with a N-(2,3-hydroxypropyl)-carbamoyl side chain ‫ ׇ‬Macrocyclic gadolinium-based contrast agents",cross-reactivity
BK25-NUM-097,BK25,15,15,2025,,,"when administering iodine-based contrast media Note: From 2025 onwards, the CMSC will follow the recommendations by the ACR/NKF Consensus 2020, and therefore the older term post-contrast acute kidney injury (PC-AKI)",general
BK25-NUM-098,BK25,15,15,2020,,,"Note: From 2025 onwards, the CMSC will follow the recommendations by the ACR/NKF Consensus 2020, and therefore the older term post-contrast acute kidney injury (PC-AKI) has been updated to contrast-associated acute kidney injury (CA-AKI).",CA-AKI/renal
BK25-NUM-099,BK25,15,15,0.3,mg/dl,within; >,"‫ ׇ‬Contrast-associated acute kidney injury (CA-AKI) is defined as an increase in serum creatinine > 0.3 mg/dl (or > 26.5 μmol/l), or > 1.5 times baseline, within 48-72 hours of intravascular administration of a contrast agent.",CA-AKI/renal
BK25-NUM-100,BK25,15,15,26.5,μmol/l,within; >,"‫ ׇ‬Contrast-associated acute kidney injury (CA-AKI) is defined as an increase in serum creatinine > 0.3 mg/dl (or > 26.5 μmol/l), or > 1.5 times baseline, within 48-72 hours of intravascular administration of a contrast agent.",CA-AKI/renal
BK25-NUM-101,BK25,15,15,1.5,,within; >,"‫ ׇ‬Contrast-associated acute kidney injury (CA-AKI) is defined as an increase in serum creatinine > 0.3 mg/dl (or > 26.5 μmol/l), or > 1.5 times baseline, within 48-72 hours of intravascular administration of a contrast agent.",CA-AKI/renal
BK25-NUM-102,BK25,15,15,48-72,,within; >,"‫ ׇ‬Contrast-associated acute kidney injury (CA-AKI) is defined as an increase in serum creatinine > 0.3 mg/dl (or > 26.5 μmol/l), or > 1.5 times baseline, within 48-72 hours of intravascular administration of a contrast agent.",CA-AKI/renal
BK25-NUM-103,BK25,16,16,18,years,≥,‫ ׇ‬In adults ≥ 18 years the creatinine-based 2009 CKD-EPI formula is recommended to calculate eGFR:,CA-AKI/renal
BK25-NUM-104,BK25,16,16,2009,,≥,‫ ׇ‬In adults ≥ 18 years the creatinine-based 2009 CKD-EPI formula is recommended to calculate eGFR:,CA-AKI/renal
BK25-NUM-105,BK25,16,16,1.73,,≤,calculate eGFR: eGFR (ml/min/1.73 m²) = Female sCr ≤ 62 μmol/l: 144 x (sCr / 62)- 0.329 x 0.993Age,CA-AKI/renal
BK25-NUM-106,BK25,16,16,62,μmol/l,≤; >,eGFR (ml/min/1.73 m²) = Female sCr ≤ 62 μmol/l: 144 x (sCr / 62)- 0.329 x 0.993Age Female sCr > 62 μmol/l: 144 x (sCr / 62)- 1.209 x 0.993Age,CA-AKI/renal
BK25-NUM-107,BK25,16,16,144,,≤; >,eGFR (ml/min/1.73 m²) = Female sCr ≤ 62 μmol/l: 144 x (sCr / 62)- 0.329 x 0.993Age Female sCr > 62 μmol/l: 144 x (sCr / 62)- 1.209 x 0.993Age,CA-AKI/renal
BK25-NUM-108,BK25,16,16,62,,≤; >,eGFR (ml/min/1.73 m²) = Female sCr ≤ 62 μmol/l: 144 x (sCr / 62)- 0.329 x 0.993Age Female sCr > 62 μmol/l: 144 x (sCr / 62)- 1.209 x 0.993Age,CA-AKI/renal
BK25-NUM-109,BK25,16,16,0.329,,≤; >,eGFR (ml/min/1.73 m²) = Female sCr ≤ 62 μmol/l: 144 x (sCr / 62)- 0.329 x 0.993Age Female sCr > 62 μmol/l: 144 x (sCr / 62)- 1.209 x 0.993Age,CA-AKI/renal
BK25-NUM-110,BK25,16,16,0.99,,≤; >,eGFR (ml/min/1.73 m²) = Female sCr ≤ 62 μmol/l: 144 x (sCr / 62)- 0.329 x 0.993Age Female sCr > 62 μmol/l: 144 x (sCr / 62)- 1.209 x 0.993Age,CA-AKI/renal
BK25-NUM-111,BK25,16,16,62,μmol/l,≤; >,Female sCr ≤ 62 μmol/l: 144 x (sCr / 62)- 0.329 x 0.993Age Female sCr > 62 μmol/l: 144 x (sCr / 62)- 1.209 x 0.993Age Male sCr ≤80 μmol/l: 141 x (sCr / 80)- 0.411 x 0.993Age,general
BK25-NUM-112,BK25,16,16,144,,≤; >,Female sCr ≤ 62 μmol/l: 144 x (sCr / 62)- 0.329 x 0.993Age Female sCr > 62 μmol/l: 144 x (sCr / 62)- 1.209 x 0.993Age Male sCr ≤80 μmol/l: 141 x (sCr / 80)- 0.411 x 0.993Age,general
BK25-NUM-113,BK25,16,16,62,,≤; >,Female sCr ≤ 62 μmol/l: 144 x (sCr / 62)- 0.329 x 0.993Age Female sCr > 62 μmol/l: 144 x (sCr / 62)- 1.209 x 0.993Age Male sCr ≤80 μmol/l: 141 x (sCr / 80)- 0.411 x 0.993Age,general
BK25-NUM-114,BK25,16,16,1.209,,≤; >,Female sCr ≤ 62 μmol/l: 144 x (sCr / 62)- 0.329 x 0.993Age Female sCr > 62 μmol/l: 144 x (sCr / 62)- 1.209 x 0.993Age Male sCr ≤80 μmol/l: 141 x (sCr / 80)- 0.411 x 0.993Age,general
BK25-NUM-115,BK25,16,16,0.99,,≤; >,Female sCr ≤ 62 μmol/l: 144 x (sCr / 62)- 0.329 x 0.993Age Female sCr > 62 μmol/l: 144 x (sCr / 62)- 1.209 x 0.993Age Male sCr ≤80 μmol/l: 141 x (sCr / 80)- 0.411 x 0.993Age,general
BK25-NUM-116,BK25,16,16,80,μmol/l,≤; >,Female sCr > 62 μmol/l: 144 x (sCr / 62)- 1.209 x 0.993Age Male sCr ≤80 μmol/l: 141 x (sCr / 80)- 0.411 x 0.993Age Male sCr > 80 μmol/l: 141 x (sCr / 80)- 1.209 x 0.993Age,general
BK25-NUM-117,BK25,16,16,141,,≤; >,Female sCr > 62 μmol/l: 144 x (sCr / 62)- 1.209 x 0.993Age Male sCr ≤80 μmol/l: 141 x (sCr / 80)- 0.411 x 0.993Age Male sCr > 80 μmol/l: 141 x (sCr / 80)- 1.209 x 0.993Age,general
BK25-NUM-118,BK25,16,16,80,,≤; >,Female sCr > 62 μmol/l: 144 x (sCr / 62)- 1.209 x 0.993Age Male sCr ≤80 μmol/l: 141 x (sCr / 80)- 0.411 x 0.993Age Male sCr > 80 μmol/l: 141 x (sCr / 80)- 1.209 x 0.993Age,general
BK25-NUM-119,BK25,16,16,0.411,,≤; >,Female sCr > 62 μmol/l: 144 x (sCr / 62)- 1.209 x 0.993Age Male sCr ≤80 μmol/l: 141 x (sCr / 80)- 0.411 x 0.993Age Male sCr > 80 μmol/l: 141 x (sCr / 80)- 1.209 x 0.993Age,general
BK25-NUM-120,BK25,16,16,0.99,,≤; >,Female sCr > 62 μmol/l: 144 x (sCr / 62)- 1.209 x 0.993Age Male sCr ≤80 μmol/l: 141 x (sCr / 80)- 0.411 x 0.993Age Male sCr > 80 μmol/l: 141 x (sCr / 80)- 1.209 x 0.993Age,general
BK25-NUM-121,BK25,16,16,80,μmol/l,≤; >,Male sCr ≤80 μmol/l: 141 x (sCr / 80)- 0.411 x 0.993Age Male sCr > 80 μmol/l: 141 x (sCr / 80)- 1.209 x 0.993Age (sCr in μmol/l; age in years),general
BK25-NUM-122,BK25,16,16,141,,≤; >,Male sCr ≤80 μmol/l: 141 x (sCr / 80)- 0.411 x 0.993Age Male sCr > 80 μmol/l: 141 x (sCr / 80)- 1.209 x 0.993Age (sCr in μmol/l; age in years),general
BK25-NUM-123,BK25,16,16,80,,≤; >,Male sCr ≤80 μmol/l: 141 x (sCr / 80)- 0.411 x 0.993Age Male sCr > 80 μmol/l: 141 x (sCr / 80)- 1.209 x 0.993Age (sCr in μmol/l; age in years),general
BK25-NUM-124,BK25,16,16,1.209,,≤; >,Male sCr ≤80 μmol/l: 141 x (sCr / 80)- 0.411 x 0.993Age Male sCr > 80 μmol/l: 141 x (sCr / 80)- 1.209 x 0.993Age (sCr in μmol/l; age in years),general
BK25-NUM-125,BK25,16,16,0.99,,≤; >,Male sCr ≤80 μmol/l: 141 x (sCr / 80)- 0.411 x 0.993Age Male sCr > 80 μmol/l: 141 x (sCr / 80)- 1.209 x 0.993Age (sCr in μmol/l; age in years),general
BK25-NUM-126,BK25,16,16,1.159,,,"(sCr in μmol/l; age in years) All equations x 1.159 if African American race. ‫ ׇ‬In children, the revised Schwartz formula is recommended to calculate eGFR:",CA-AKI/renal; paediatric
BK25-NUM-127,BK25,16,16,1.73,,,"‫ ׇ‬In children, the revised Schwartz formula is recommended to calculate eGFR: eGFR (ml/min/1.73 m²) = 36.5 x length / sCr (sCr in μmol/l; length in cm)",CA-AKI/renal; paediatric
BK25-NUM-128,BK25,16,16,36.5,,,"‫ ׇ‬In children, the revised Schwartz formula is recommended to calculate eGFR: eGFR (ml/min/1.73 m²) = 36.5 x length / sCr (sCr in μmol/l; length in cm)",CA-AKI/renal; paediatric
BK25-NUM-129,BK25,16,16,45,ml/min/1.73 m²,before; less than,Patient-related risk factors ‫ ׇ‬eGFR less than 45 ml/min/1.73 m² before intra- arterial contrast medium administration with first pass renal exposure or in ICU patients.,CA-AKI/renal
BK25-NUM-130,BK25,16,16,30,ml/min/1.73 m²,before; less than,with first pass renal exposure or in ICU patients. ‫ ׇ‬eGFR less than 30 ml/min/1.73 m² before intravenous contrast medium or intra-arterial contrast medium administration with second pass renal exposure.,CA-AKI/renal
BK25-NUM-131,BK25,16,16,48-72,h,within,‫ ׇ‬Large doses of contrast medium given intra-arterially with first pass renal exposure. ‫ ׇ‬Multiple contrast medium injections within 48-72 hours.,general
BK25-NUM-132,BK25,16,16,60,ml/min/1.73 m²,<,"(b) in patients who have a history of ‫ ׇ‬Renal disease (eGFR < 60 ml/min/1.73 m2, but not in patients receiving dialysis treatment, compare note above)",CA-AKI/renal; dialysis
BK25-NUM-133,BK25,17,17,7,days,within; before,"Timing of eGFR measurement ‫ ׇ‬Within 7 days before contrast medium administration in patients with an acute disease, an acute deterioration of a chronic disease, or who are hospital inpatients.",CA-AKI/renal
BK25-NUM-134,BK25,17,17,3,months,within; before,"an acute deterioration of a chronic disease, or who are hospital inpatients. ‫ ׇ‬Within 3 months before contrast medium administration in all other patients.",general
BK25-NUM-135,BK25,17,17,45,ml/min/1.73 m²,less than,"‫ ׇ‬If eGFR cannot be obtained, follow the protocols for patients with eGFR less than 45 ml/min/1.73 m2 for intra-arterial administration with first pass renal exposure and eGFR less than 30 ml/min/1.73 m2 for intravenous administration and intra-arterial",CA-AKI/renal
BK25-NUM-136,BK25,17,17,30,ml/min/1.73 m²,less than,45 ml/min/1.73 m2 for intra-arterial administration with first pass renal exposure and eGFR less than 30 ml/min/1.73 m2 for intravenous administration and intra-arterial administration with second pass renal exposure as closely as clinical circumstances,CA-AKI/renal
BK25-NUM-137,BK25,17,17,1.4,%,before,with second pass renal exposure hydrate the patient either (a) with intravenous sodium bicarbonate 1.4 % (or 154 mmol/l in dextrose 5 % water): 3 ml/kg/h for 1 hour before contrast medium or (b) with intravenous saline 0.9 % 1 ml/kg/h for 3-4 hours,CA-AKI/renal
BK25-NUM-138,BK25,17,17,154,mmol/l,before,with second pass renal exposure hydrate the patient either (a) with intravenous sodium bicarbonate 1.4 % (or 154 mmol/l in dextrose 5 % water): 3 ml/kg/h for 1 hour before contrast medium or (b) with intravenous saline 0.9 % 1 ml/kg/h for 3-4 hours,CA-AKI/renal
BK25-NUM-139,BK25,17,17,5,%,before,with second pass renal exposure hydrate the patient either (a) with intravenous sodium bicarbonate 1.4 % (or 154 mmol/l in dextrose 5 % water): 3 ml/kg/h for 1 hour before contrast medium or (b) with intravenous saline 0.9 % 1 ml/kg/h for 3-4 hours,CA-AKI/renal
BK25-NUM-140,BK25,17,17,3,mL,before,with second pass renal exposure hydrate the patient either (a) with intravenous sodium bicarbonate 1.4 % (or 154 mmol/l in dextrose 5 % water): 3 ml/kg/h for 1 hour before contrast medium or (b) with intravenous saline 0.9 % 1 ml/kg/h for 3-4 hours,CA-AKI/renal
BK25-NUM-141,BK25,17,17,1,h,before,with second pass renal exposure hydrate the patient either (a) with intravenous sodium bicarbonate 1.4 % (or 154 mmol/l in dextrose 5 % water): 3 ml/kg/h for 1 hour before contrast medium or (b) with intravenous saline 0.9 % 1 ml/kg/h for 3-4 hours,CA-AKI/renal
BK25-NUM-142,BK25,17,17,0.9,%,after; before,sodium bicarbonate 1.4 % (or 154 mmol/l in dextrose 5 % water): 3 ml/kg/h for 1 hour before contrast medium or (b) with intravenous saline 0.9 % 1 ml/kg/h for 3-4 hours before and 4-6 hours after contrast medium.,CA-AKI/renal
BK25-NUM-143,BK25,17,17,1,mL,after; before,sodium bicarbonate 1.4 % (or 154 mmol/l in dextrose 5 % water): 3 ml/kg/h for 1 hour before contrast medium or (b) with intravenous saline 0.9 % 1 ml/kg/h for 3-4 hours before and 4-6 hours after contrast medium.,CA-AKI/renal
BK25-NUM-144,BK25,17,17,3-4,h,after; before,sodium bicarbonate 1.4 % (or 154 mmol/l in dextrose 5 % water): 3 ml/kg/h for 1 hour before contrast medium or (b) with intravenous saline 0.9 % 1 ml/kg/h for 3-4 hours before and 4-6 hours after contrast medium.,CA-AKI/renal
BK25-NUM-145,BK25,17,17,4-6,h,after; before,before contrast medium or (b) with intravenous saline 0.9 % 1 ml/kg/h for 3-4 hours before and 4-6 hours after contrast medium. ‫ ׇ‬For intra-arterial contrast medium administration with first pass renal exposure hydrate,CA-AKI/renal
BK25-NUM-146,BK25,17,17,1.4,%,before,‫ ׇ‬For intra-arterial contrast medium administration with first pass renal exposure hydrate the patient either with (a) intravenous sodium bicarbonate 1.4 % (or 154 mmol/l in dextrose 5 % water): 3 ml/kg/h for 1 hour before followed by 1 ml/kg/h for 4-6 hours,CA-AKI/renal
BK25-NUM-147,BK25,17,17,154,mmol/l,before,‫ ׇ‬For intra-arterial contrast medium administration with first pass renal exposure hydrate the patient either with (a) intravenous sodium bicarbonate 1.4 % (or 154 mmol/l in dextrose 5 % water): 3 ml/kg/h for 1 hour before followed by 1 ml/kg/h for 4-6 hours,CA-AKI/renal
BK25-NUM-148,BK25,17,17,5,%,after; before,the patient either with (a) intravenous sodium bicarbonate 1.4 % (or 154 mmol/l in dextrose 5 % water): 3 ml/kg/h for 1 hour before followed by 1 ml/kg/h for 4-6 hours after contrast medium or (b) with intravenous saline 0.9 % for 3-4 hours before and,CA-AKI/renal
