atlas_id,source_id,physical_pdf_page,printed_page_numbers,exact_phrase,surrounding_context,section_topic
BK25-REC-049,BK25,11,11,Never deny a patient a clinically well-indicated enhanced examination if alternative imaging strategies are not available,an unenhanced exam if the diagnostic yield is sufficient for the correct management of the patient. Never deny a patient a clinically well-indicated enhanced examination if alternative imaging strategies are not available.,general
BK25-REC-050,BK25,12,12,Be prepared and vigilant for a recurring immediate hypersensitivity reaction,• Be prepared and vigilant for a recurring immediate hypersensitivity reaction,hypersensitivity/management
BK25-REC-051,BK25,12,12,"iate hypersensitivity reaction recurs, referral to a drug allergy specialist is mandatory","• If an immediate hypersensitivity reaction recurs, referral to a drug allergy specialist is mandatory",hypersensitivity/management
BK25-REC-052,BK25,13,13,Be prepared and vigilant for a recurring immediate hypersensitivity reaction,• Be prepared and vigilant for a recurring immediate hypersensitivity reaction,hypersensitivity/management
BK25-REC-053,BK25,13,13,"iate hypersensitivity reaction recurs, referral to a drug allergy specialist is mandatory","• If an immediate hypersensitivity reaction recurs, referral to a drug allergy specialist is mandatory",hypersensitivity/management
BK25-REC-054,BK25,13,13,Consider administration of premedication (EAACI guidelines),• Consider administration of premedication (EAACI guidelines),premedication
BK25-REC-055,BK25,14,14,"iate hypersensitivity reaction recurs, referral to a drug allergy specialist is mandatory","• If a non-immediate hypersensitivity reaction recurs, referral to a drug allergy specialist is mandatory",hypersensitivity/management
BK25-REC-056,BK25,14,14,DO NOT give the group of contrast agent to which the severe skin reaction has occurred:,DO NOT give the group of contrast agent to which the severe skin reaction has occurred:,general
BK25-REC-057,BK25,14,14,Avoid all iodine-based contrast media after a severe non-immediate hypersensitivity reaction to an iodine-based contrast medium,• Avoid all iodine-based contrast media after a severe non-immediate hypersensitivity reaction to an iodine-based contrast medium,hypersensitivity/management
BK25-REC-058,BK25,14,14,Avoid all gadolinium-based contrast agents after a severe non-immediate hypersensitivity reaction to a gadolinium-based contrast agent,• Avoid all gadolinium-based contrast agents after a severe non-immediate hypersensitivity reaction to a gadolinium-based contrast agent,hypersensitivity/management
BK25-REC-059,BK25,14,14,* Consider cross-reactivity of contrast media and an increased risk for non-immediate hyper- sensitivity reaction with use of iso-osmolar dimeric iodine-based contrast media ** Danger signs: erosive and/or haem,"* Consider cross-reactivity of contrast media and an increased risk for non-immediate hyper- sensitivity reaction with use of iso-osmolar dimeric iodine-based contrast media ** Danger signs: erosive and/or haemorrhagic lesions, blistering and skin disruption, mucosal involvement, extracutaneous organ involvem",cross-reactivity
BK25-REC-060,BK25,15,15,CMSC cannot make evidence-based recommendations on a robust scientific basis for change to an alternative contrast agent based on practical experience,CMSC cannot make evidence-based recommendations on a robust scientific basis for change to an alternative contrast agent based on practical experience.,general
BK25-REC-061,BK25,15,15,"Imaging physicians should use their available choices of alternative contrast agents, adhere to local or national guidelines, and ensure that patients get optimal surveillance by adequately trained staff, if needed with rapid","Imaging physicians should use their available choices of alternative contrast agents, adhere to local or national guidelines, and ensure that patients get optimal surveillance by adequately trained staff, if needed with rapid response (or resuscitation) team support.",general
BK25-REC-062,BK25,15,15,"g iodine-based contrast media Note: From 2025 onwards, the CMSC will follow the recommendations by the ACR/NKF Consensus 2020, and therefore the older term post-contrast acute kidney injury (PC-AKI) has been updated to contrast-associated acute kidney injury (CA-AKI)","Prevention of contrast-associated acute kidney injury (CA-AKI) when administering iodine-based contrast media Note: From 2025 onwards, the CMSC will follow the recommendations by the ACR/NKF Consensus 2020, and therefore the older term post-contrast acute kidney injury (PC-AKI) has been updated to contrast-associated acute kidney injury (CA-AKI).",CA-AKI
BK25-REC-063,BK25,15,15,"ular filtration rate (eGFR), calculated from the serum creatinine (sCr), is the recommended method to estimate renal function before contrast agent administration","Estimated glomerular filtration rate (eGFR), calculated from the serum creatinine (sCr), is the recommended method to estimate renal function before contrast agent administration.",CA-AKI
BK25-REC-064,BK25,16,16,In adults ≥ 18 years the creatinine-based 2009 CKD-EPI formula is recommended to calculate eGFR: eGFR (ml/min/1,• In adults ≥ 18 years the creatinine-based 2009 CKD-EPI formula is recommended to calculate eGFR: eGFR (ml/min/1.73 m²) = Female sCr ≤ 62 μmol/l: 144 x (sCr / 62)- 0.329 x 0.993Age Female sCr > 62 μmol/l: 144 x (,CA-AKI
BK25-REC-065,BK25,16,16,"In children, the revised Schwartz formula is recommended to calculate eGFR: eGFR (ml/min/1",")- 1.209 x 0.993Age (sCr in μmol/l; age in years) All equations x 1.159 if African American race. • In children, the revised Schwartz formula is recommended to calculate eGFR: eGFR (ml/min/1.73 m²) = 36.5 x length / sCr (sCr in μmol/l; length in cm)",CA-AKI; paediatric
BK25-REC-066,BK25,16,16,The person requesting the investigation or procedure should discuss the benefits and risks of administering iodine- based contrast in the context of the patient’s residual urine output, eGFR is not useful in patients with end stage kidney disease who are receiving dialysis treatment. The person requesting the investigation or procedure should discuss the benefits and risks of administering iodine- based contrast in the context of the patient’s residual urine output.,CA-AKI; dialysis
BK25-REC-067,BK25,17,17,Consider an alternative imaging method not using iodine-based contrast media,At-risk patients (see above) • Consider an alternative imaging method not using iodine-based contrast media. • Intravenous saline and bicarbonate protocols have similar efficacy for preventive hydration. • F,CA-AKI
BK25-REC-068,BK25,17,17,intra- arterial contrast medium administration with second pass renal exposure hydrate the patient either (a) with intravenous sodium bicarbonate 1,ate protocols have similar efficacy for preventive hydration. • For intravenous contrast medium and intra- arterial contrast medium administration with second pass renal exposure hydrate the patient either (a) with intravenous sodium bicarbonate 1.4 % (or 154 mmol/l in dextrose 5 % water): 3 ml/kg/h for 1 hour before contrast medium or (b) with ,CA-AKI
BK25-REC-069,BK25,17,17,or intra-arterial contrast medium administration with first pass renal exposure hydrate the patient either with (a) intravenous sodium bicarbonate 1,ith intravenous saline 0.9 % 1 ml/kg/h for 3-4 hours before and 4-6 hours after contrast medium. • For intra-arterial contrast medium administration with first pass renal exposure hydrate the patient either with (a) intravenous sodium bicarbonate 1.4 % (or 154 mmol/l in dextrose 5 % water): 3 ml/kg/h for 1 hour before followed by 1 ml/kg/h for 4-,general
BK25-REC-070,BK25,17,17,The referring physician responsible for patient care should individualize preventive hydration in patients with severe congestive heart failure (NYHA grade 3-4) or patients with end-stage renal failure (eGFR < 15 ml/min/1,um or (b) with intravenous saline 0.9 % for 3-4 hours before and 4-6 hours after contrast medium. • The referring physician responsible for patient care should individualize preventive hydration in patients with severe congestive heart failure (NYHA grade 3-4) or patients with end-stage renal failure (eGFR < 15 ml/min/1.73 m2). • Oral hydration is not recommended as the sole method of preventive hydration.,CA-AKI
BK25-REC-071,BK25,17,17,Oral hydration is not recommended as the sole method of preventive hydration,art failure (NYHA grade 3-4) or patients with end-stage renal failure (eGFR < 15 ml/min/1.73 m2). • Oral hydration is not recommended as the sole method of preventive hydration.,CA-AKI
BK25-REC-072,BK25,18,18,Use low- or iso-osmolar contrast media,All patients • Use low- or iso-osmolar contrast media. • Use the lowest dose of contrast medium consistent with a diagnostic result. • For intra-arterial,general
BK25-REC-073,BK25,18,18,Use the lowest dose of contrast medium consistent with a diagnostic result,"All patients • Use low- or iso-osmolar contrast media. • Use the lowest dose of contrast medium consistent with a diagnostic result. • For intra-arterial administration of iodine-based contrast media with first-pass renal exposure,",general
BK25-REC-074,BK25,18,18,"nistration of iodine-based contrast media with first-pass renal exposure, it is recommended to maintain either of the following when using a contrast medium concentration of 350 mg iodine/ml:","se the lowest dose of contrast medium consistent with a diagnostic result. • For intra-arterial administration of iodine-based contrast media with first-pass renal exposure, it is recommended to maintain either of the following when using a contrast medium concentration of 350 mg iodine/ml: • the ratio of contrast medium dose (grams of iodine) to absolute eGFR (ml/min) below 1.1, or • the",CA-AKI
BK25-REC-075,BK25,18,18,Correction of hypercalcemia before contrast medium administration should be discussed with the haematologist,• Multiple myeloma patients often have hypercalcemia which can increase the risk of kidney damage. Correction of hypercalcemia before contrast medium administration should be discussed with the haematologist.,general
BK25-REC-076,BK25,18,18,Assessment for Bence Jones proteinuria before contrast medium administration is not recommended,• Assessment for Bence Jones proteinuria before contrast medium administration is not recommended.,general
BK25-REC-077,BK25,19,19,"In all patients, avoid osmotic and fluid overload","th impaired renal function from post contrast acute kidney injury or nephrogenic systemic fibrosis. In all patients, avoid osmotic and fluid overload.",general
BK25-REC-078,BK25,19,19,tion of time of the contrast medium injection with the haemodialysis session(s) is unnecessary,• Coordination of time of the contrast medium injection with the haemodialysis session(s) is unnecessary. • Extra haemodialysis session(s) to remove contrast medium is not recommended.,dialysis
BK25-REC-079,BK25,19,19,Extra haemodialysis session(s) to remove contrast medium is not recommended,nation of time of the contrast medium injection with the haemodialysis session(s) is unnecessary. • Extra haemodialysis session(s) to remove contrast medium is not recommended.,dialysis
BK25-REC-080,BK25,19,19,An immediate dialysis session is not needed after macrocyclic gadolinium-based contrast agents but is indicated after linear agents (e,"An immediate dialysis session is not needed after macrocyclic gadolinium-based contrast agents but is indicated after linear agents (e.g., liver-specific agents) and needs to be repeated on the following two days.",dialysis
BK25-REC-081,BK25,19,19,Additional haemodialysis to remove the contrast medium is unnecessary,Additional haemodialysis to remove the contrast medium is unnecessary.,dialysis
BK25-REC-082,BK25,19,19,An immediate dialysis session is not needed after macrocyclic gadolinium-based contrast agents,An immediate dialysis session is not needed after macrocyclic gadolinium-based contrast agents.,dialysis
BK25-REC-083,BK25,19,19,The risk of NSF due to linear gadolinium-based contrast agents should be weighed against the risk of placement of a temporary haemodialysis catheter (in consultation with the referring physician),The risk of NSF due to linear gadolinium-based contrast agents should be weighed against the risk of placement of a temporary haemodialysis catheter (in consultation with the referring physician).,NSF/GBCA risk; dialysis
BK25-REC-084,BK25,20,20,These will require close monitoring and physician assessment is advised to assess for any neurovascular compromise by checking peripheral pulse and sensation distal in the affected limb,"ma or swelling, no skin changes. • Moderate: Skin blistering, progressive oedema and/or ulceration. These will require close monitoring and physician assessment is advised to assess for any neurovascular compromise by checking peripheral pulse and sensation distal in the affected limb",general
BK25-REC-085,BK25,21,21,Patient information leaflet should be given to patient,"ecord extravasation as a complication in radiology report and the local incident reporting system • Patient information leaflet should be given to patient • Follow-up appointment, if necessary Involving a surgeon • If severe injury is suspected, then urg",extravasation
BK25-REC-086,BK25,21,21,Surgical opinion also recommended for extravasate >150 ml,"ssary Involving a surgeon • If severe injury is suspected, then urgently seek advice of a surgeon • Surgical opinion also recommended for extravasate >150 ml",extravasation
BK25-REC-087,BK25,21,21,"73 m²), consider a waiting time between elective contrast-enhanced MRI with GBCA administration and contrast-enhanced CT or (coronary) angiography with iodine-based contrast medium administration of optimally 6 h (ne","In patients with normal renal function (eGFR >60 mL/min/1.73 m²), consider a waiting time between elective contrast-enhanced MRI with GBCA administration and contrast-enhanced CT or (coronary) angiography with iodine-based contrast medium administration of optimally 6 h (near complete clearance of the effects of the previously administered GBCA) and minimally 2 h (if clin",CA-AKI; waiting times
BK25-REC-088,BK25,22,22,73 m²): Consider a waiting time between administrations of optimally 12 h (near complete clearance of the previously administered iodine-based contrast media) and minimally 4h (if clinical indication requires rapid f,Patients with normal renal function (GFR > 60 ml/min/1.73 m²): Consider a waiting time between administrations of optimally 12 h (near complete clearance of the previously administered iodine-based contrast media) and minimally 4h (if clinical indication requires rapid follow-up).,waiting times
BK25-REC-089,BK25,22,22,73 m²): Consider a waiting time between administrations of optimally 48 h (near complete clearance of the previously administered iodine-based contrast media) and minimally 16 h (if clinical indication requires rapid,Patients with moderate renal impairment (GFR 30-60 ml/min/1.73 m²): Consider a waiting time between administrations of optimally 48 h (near complete clearance of the previously administered iodine-based contrast media) and minimally 16 h (if clinical indication requires rapid follow-up).,waiting times
BK25-REC-090,BK25,22,22,73 m2): Consider a waiting time between administrations of optimally 7 days / 168h (near complete clearance of the previously administered iodine-based contrast media) and minimally 2,ly reduced renal function and (pre)dialysis patients with remnant renal function (GFR < 30 ml/min/1.73 m2): Consider a waiting time between administrations of optimally 7 days / 168h (near complete clearance of the previously administered iodine-based contrast media) and minimally 2.5 days / 60h (if clinical indication requires rapid follow-up).,waiting times; dialysis
BK25-REC-091,BK25,22,22,Patients on dialysis with no remnant renal function: Consider a waiting time between successive iodine-based contrast media administrations of at least 3 dialysis sessions,Patients on dialysis with no remnant renal function: Consider a waiting time between successive iodine-based contrast media administrations of at least 3 dialysis sessions.,waiting times; dialysis
BK25-REC-092,BK25,22,22,"In patients without known renal impairment, consider a waiting time between elective contrast-enhanced MRIs with successive GBCA administrations of optimally 12h (near complete clearance of the previously administered iodine-based contrast media) and m","In patients without known renal impairment, consider a waiting time between elective contrast-enhanced MRIs with successive GBCA administrations of optimally 12h (near complete clearance of the previously administered iodine-based contrast media) and minimally 4h (if clinical indication requires rapid follow-up).",waiting times
BK25-REC-093,BK25,22,22,"73 m2), consider a waiting time between elective contrast-enhanced MRI with successive GBCA administrations of optimally 48h (near complete clearance of the previously administered iodine-based contrast media) and mi","In patients with moderate renal impairment (if available: eGFR 30–60 mL/min/1.73 m2), consider a waiting time between elective contrast-enhanced MRI with successive GBCA administrations of optimally 48h (near complete clearance of the previously administered iodine-based contrast media) and minimally 16h (if clinical indication requires rapid follow- up)",CA-AKI; waiting times
BK25-REC-094,BK25,23,23,"73 m2), consider a waiting time between elective contrast-enhanced MRI with successive GBCA administrations of optimally 7 days / 168h (near complete clearance of the previously administered iodine-based contrast med"," severe renal impairment and (pre)dialysis patients with remnant renal function (eGFR < 30 mL/min/1.73 m2), consider a waiting time between elective contrast-enhanced MRI with successive GBCA administrations of optimally 7 days / 168h (near complete clearance of the previously administered iodine-based contrast media) and minimally 2.5 days / 60h (if clinical indication requires rapid follow-up).",CA-AKI; waiting times; dialysis
BK25-REC-095,BK25,23,23,In patients on dialysis with no remnant renal function consider a waiting time between successive gadolinium-based contrast agent administrations of at least 3 dialysis sessions,In patients on dialysis with no remnant renal function consider a waiting time between successive gadolinium-based contrast agent administrations of at least 3 dialysis sessions.,waiting times; dialysis
BK25-REC-096,BK25,23,23,Recommended delay in blood collection after administration of contrast agents:,Recommended delay in blood collection after administration of contrast agents:,lab interference
BK25-REC-097,BK25,23,23,Recommended delay in urine collection after administration of contrast agents:,Recommended delay in urine collection after administration of contrast agents:,lab interference
BK25-REC-098,BK25,24,24,mic Fibrosis (NSF) Diagnosis A diagnosis of nephrogenic systemic fibrosis (NSF) should only be made if the Yale NSF Registry clinical and histopathological criteria are met (J Am Acad Dermatol 2011,Prevention of Nephrogenic Systemic Fibrosis (NSF) Diagnosis A diagnosis of nephrogenic systemic fibrosis (NSF) should only be made if the Yale NSF Registry clinical and histopathological criteria are met (J Am Acad Dermatol 2011; 65: 1095- 1106). The association between nephrogenic systemic fibrosis (NSF) and gadolinium-based ,NSF/GBCA risk
BK25-REC-099,BK25,24,24,Recommendations for all patients, • 3-18 % in association with gadodiamide. • 0.1-1 % in association with gadopentetate dimeglumine. Recommendations for all patients • Never deny a patient a clinically well-indicated enhanced MR-examination. • In all patients use t,NSF/GBCA risk
BK25-REC-100,BK25,24,24,Never deny a patient a clinically well-indicated enhanced MR-examination,iamide. • 0.1-1 % in association with gadopentetate dimeglumine. Recommendations for all patients • Never deny a patient a clinically well-indicated enhanced MR-examination. • In all patients use the smallest amount of contrast necessary for a diagnostic result. This incl,general
BK25-REC-101,BK25,24,24,This includes considering for example the use of authority-approved software to enhance contrast signal and/or enable dose reduction of contrast agents and / or the use of high-relaxivity contrast agents,amination. • In all patients use the smallest amount of contrast necessary for a diagnostic result. This includes considering for example the use of authority-approved software to enhance contrast signal and/or enable dose reduction of contrast agents and / or the use of high-relaxivity contrast agents. • Always record the name and dose of the contrast agent used in the patient records.,general
BK25-REC-102,BK25,24,24,Always record the name and dose of the contrast agent used in the patient records,/or enable dose reduction of contrast agents and / or the use of high-relaxivity contrast agents. • Always record the name and dose of the contrast agent used in the patient records.,general
BK25-REC-103,BK25,25,25,Risk classification of gadolinium-based contrast agents and recommendations Highest risk of NSF,Risk classification of gadolinium-based contrast agents and recommendations Highest risk of NSF,NSF/GBCA risk
BK25-REC-104,BK25,25,25,Recommendations,Recommendations • European Medicines Agency (EMA) has suspended intravenous use of all high- risk agents (Omniscan®,NSF/GBCA risk
BK25-REC-105,BK25,25,25,EMA states that Magnevist® may be used for arthrography,nevist®) and the Marketing Authorization Holder has withdrawn Optimark® from the European market. • EMA states that Magnevist® may be used for arthrography. • CMSC supports these recommendations.,general
BK25-REC-106,BK25,25,25,CMSC supports these recommendations,wn Optimark® from the European market. • EMA states that Magnevist® may be used for arthrography. • CMSC supports these recommendations.,general
BK25-REC-107,BK25,25,25,"doxetate disodium (Primovist®, Eovist®) Ligand: Ionic linear chelate (EOB-DTPA) Recommendations","lular and liver specific agent with 2-3% albumin binding. In man ~4% is excreted via the liver. • Gadoxetate disodium (Primovist®, Eovist®) Ligand: Ionic linear chelate (EOB-DTPA) Recommendations • EMA states that intermediate risk agents (Multihance®, Primovist®) are approved for hepato-biliar",general
BK25-REC-108,BK25,25,25,"EMA states that intermediate risk agents (Multihance®, Primovist®) are approved for hepato-biliary imaging only","Gadoxetate disodium (Primovist®, Eovist®) Ligand: Ionic linear chelate (EOB-DTPA) Recommendations • EMA states that intermediate risk agents (Multihance®, Primovist®) are approved for hepato-biliary imaging only. • CMSC supports this recommendation.",general
BK25-REC-109,BK25,25,25,CMSC supports this recommendation," intermediate risk agents (Multihance®, Primovist®) are approved for hepato-biliary imaging only. • CMSC supports this recommendation.",general
BK25-REC-110,BK25,26,26,Recommendations,Recommendations • Laboratory testing of renal function (eGFR) prior to contrast agent use is not mandatory. • In pa,CA-AKI; lab interference
BK25-REC-111,BK25,26,26,Laboratory testing of renal function (eGFR) prior to contrast agent use is not mandatory,"Recommendations • Laboratory testing of renal function (eGFR) prior to contrast agent use is not mandatory. • In patients with a known or suspected GFR < 30 mL/min, the use of these contrast agents should f",CA-AKI; lab interference
BK25-REC-112,BK25,26,26,"nts with a known or suspected GFR < 30 mL/min, the use of these contrast agents should follow standard risk–benefit considerations, considering the indication, expected benefit, and risk of NSF","Laboratory testing of renal function (eGFR) prior to contrast agent use is not mandatory. • In patients with a known or suspected GFR < 30 mL/min, the use of these contrast agents should follow standard risk–benefit considerations, considering the indication, expected benefit, and risk of NSF. • Pregnant women: these agents can be used to give essential diagnostic information. • Lactating w",CA-AKI; NSF/GBCA risk; lab interference
BK25-REC-113,BK25,26,26,"ctating women: discarding the breast milk in the 24 hours after contrast is not considered necessary, but the patient can discuss with the doctor whether she wishes to do this","sk of NSF. • Pregnant women: these agents can be used to give essential diagnostic information. • Lactating women: discarding the breast milk in the 24 hours after contrast is not considered necessary, but the patient can discuss with the doctor whether she wishes to do this.",NSF/GBCA risk; pregnancy/lactation
BK25-REC-114,BK25,26,26,"ances, when radiographic examination is essential, iodine- based contrast media may be given to the pregnant female","In exceptional circumstances, when radiographic examination is essential, iodine- based contrast media may be given to the pregnant female.",pregnancy/lactation
BK25-REC-115,BK25,26,26,"of iodine-based contrast media to the mother during pregnancy, thyroid function should be checked in the neonate during the first week (neonatal testing of thyroid function is universal and routine in European countries)","Following administration of iodine-based contrast media to the mother during pregnancy, thyroid function should be checked in the neonate during the first week (neonatal testing of thyroid function is universal and routine in European countries).",pregnancy/lactation; thyroid
BK25-REC-116,BK25,26,26,"nced MRI, the smallest possible dose of a macrocyclic gadolinium contrast agent may be given to the pregnant female","When there is a very strong indication for enhanced MRI, the smallest possible dose of a macrocyclic gadolinium contrast agent may be given to the pregnant female.",pregnancy/lactation
BK25-REC-117,BK25,26,26,Breast feeding may be continued normally when iodine-based contrast media are given to the mother,Breast feeding may be continued normally when iodine-based contrast media are given to the mother.,pregnancy/lactation
BK25-REC-118,BK25,27,27,Breast feeding may be continued normally when macrocyclic gadolinium-based contrast agents are given to the mother,Breast feeding may be continued normally when macrocyclic gadolinium-based contrast agents are given to the mother.,pregnancy/lactation
BK25-REC-119,BK25,27,27,Do not administer gadolinium-based contrast agents,Do not administer gadolinium-based contrast agents.,general
BK25-REC-120,BK25,27,27,"Safety considerations when using contrast agents in neonates, infants and children are like, but not the same as, in adults","• Safety considerations when using contrast agents in neonates, infants and children are like, but not the same as, in adults.",paediatric
BK25-REC-121,BK25,27,27,Contrast agent dose must be adjusted for patient age and weight,• Contrast agent dose must be adjusted for patient age and weight.,general
BK25-REC-122,BK25,27,27,The revised Schwartz equation is recommended to measure eGFR,• The revised Schwartz equation is recommended to measure eGFR.,CA-AKI; paediatric
BK25-REC-123,BK25,27,27,"The Summary of Product Characteristics for the contrast agent should be consulted, because not all contrast agents are approved for use in children","• The Summary of Product Characteristics for the contrast agent should be consulted, because not all contrast agents are approved for use in children.",paediatric
BK25-REC-124,BK25,27,27,"t approved for use in children is available, informed consent for off-label use must be obtained from parents/guardians","• If no suitable contrast agent approved for use in children is available, informed consent for off-label use must be obtained from parents/guardians. However, if use of a specific contrast agent in children is contra-indicated, it may not be used, ",paediatric
BK25-REC-125,BK25,27,27,intravenous or intra- arterial contrast medium with second pass renal exposure: Continue taking metformin normally,"Patients with eGFR > 30 ml/min/1.73 m2 and no evidence of AKI, receiving either intravenous or intra- arterial contrast medium with second pass renal exposure: Continue taking metformin normally.",CA-AKI; metformin
BK25-REC-126,BK25,28,28,With acute kidney injury: Stop taking metformin from the time of contrast medium administration,• With acute kidney injury: Stop taking metformin from the time of contrast medium administration. Measure eGFR within 48 hours and restart metformin if renal function has not changed significantly,CA-AKI; metformin
BK25-REC-127,BK25,28,28,Recommendations,n area of dietary iodine deficiency. Patients not at risk: • Patients with normal thyroid function. Recommendations • Iodine-based contrast media should not be given to patients with manifest hyperthyroidism. • In p,thyroid
BK25-REC-128,BK25,28,28,Iodine-based contrast media should not be given to patients with manifest hyperthyroidism,"iodine deficiency. Patients not at risk: • Patients with normal thyroid function. Recommendations • Iodine-based contrast media should not be given to patients with manifest hyperthyroidism. • In patients suspected of being at risk of thyrotoxicosis, TSH measurement may be helpful. • In s",thyroid
BK25-REC-129,BK25,28,28,"In selected high-risk patients, prophylactic treatment may be given by an endocrinologist","dism. • In patients suspected of being at risk of thyrotoxicosis, TSH measurement may be helpful. • In selected high-risk patients, prophylactic treatment may be given by an endocrinologist. • Patients at risk should be closely monitored by endocrinologists after iodine-based contrast med",general
BK25-REC-130,BK25,28,28,Patients at risk should be closely monitored by endocrinologists after iodine-based contrast medium injection,"ful. • In selected high-risk patients, prophylactic treatment may be given by an endocrinologist. • Patients at risk should be closely monitored by endocrinologists after iodine-based contrast medium injection.",general
BK25-REC-131,BK25,28,28,intravenous iodine- or gadolinium-based contrast agent: no special preparation is required,Preparation • Before intravenous iodine- or gadolinium-based contrast agent: no special preparation is required. • Before intra-arterial iodine-based contrast medium: α- and β-adrenergic blockade with orally adm,general
BK25-REC-132,BK25,28,28,h orally administered drugs under the supervision of the referring physician is recommended, is required. • Before intra-arterial iodine-based contrast medium: α- and β-adrenergic blockade with orally administered drugs under the supervision of the referring physician is recommended.,general
BK25-REC-133,BK25,30,30,Bone and liver retention do not produce clinical symptoms, Cannot be detected by MRI. • The amounts deposited are very small but greater than in the brain. • Bone and liver retention do not produce clinical symptoms. • Skin deposition has been associated with development of red skin plaques similar to those seen i,general
BK25-REC-134,BK25,30,30,Contraindication,gent related events in critically ill patients and patients with acute coronary disease is limited. Contraindication • Avoid ultrasound contrast agents in the 24 hours before extracorporeal shock wave treatment. Type,ultrasound CA
BK25-REC-135,BK25,30,30,Avoid ultrasound contrast agents in the 24 hours before extracorporeal shock wave treatment," in critically ill patients and patients with acute coronary disease is limited. Contraindication • Avoid ultrasound contrast agents in the 24 hours before extracorporeal shock wave treatment. Type and severity of adverse reactions • Most reactions are minor (e.g. headache, nausea, sensatio",ultrasound CA
BK25-REC-136,BK25,31,31,Miscellaneous recommendations and topics,Miscellaneous recommendations and topics,general
BK25-REC-137,BK25,31,31,"risk of CA-AKI, especially in peripheral arterial disease (PAD) procedures when considering specific contraindications and safety measures and the higher incidence of non-serious adverse events"," a safe alternative to iodine-based contrast media in vascular procedures, potentially reducing the risk of CA-AKI, especially in peripheral arterial disease (PAD) procedures when considering specific contraindications and safety measures and the higher incidence of non-serious adverse events. However, more large-scale RCTs are needed to confirm these findings and further investigate risk f",CA-AKI
BK25-REC-138,BK25,31,31,Caution should be taken when using oil-based contrast media in HSG,"ry effect on the peritoneum than water-based contrast media. The clinical consequences are unknown. Caution should be taken when using oil-based contrast media in HSG. • Subclinical hypothyroidism occurs more often after HSG with oil-based contrast media. Therefore,",HSG; thyroid
BK25-REC-139,BK25,31,31,"Therefore, in every woman receiving oil-based contrast media, thyroid function should be tested before HSG and monitored for 6 months after HSG with oil-based contrast media","dia in HSG. • Subclinical hypothyroidism occurs more often after HSG with oil-based contrast media. Therefore, in every woman receiving oil-based contrast media, thyroid function should be tested before HSG and monitored for 6 months after HSG with oil-based contrast media. • Routine additional neonatal thyroid function tests after HSG are not indicated.",HSG; thyroid
BK25-REC-140,BK25,31,31,"Fasting is not recommended before administration of low- or iso-osmolar non-ionic iodine-based contrast media, gadolinium-based agents or ultrasound contrast agents","s from the time when high- osmolar iodine-based contrast media were used and many patients vomited. Fasting is not recommended before administration of low- or iso-osmolar non-ionic iodine-based contrast media, gadolinium-based agents or ultrasound contrast agents.",ultrasound CA
BK25-REC-141,BK25,32,32,The Summary of Product Characteristics (SPC) or label should be checked to see if the proposed contrast agent use is approved for the particular patient and indication,• Off-label use of diagnostic and therapeutic medication is common. • The Summary of Product Characteristics (SPC) or label should be checked to see if the proposed contrast agent use is approved for the particular patient and indication. • Choose a contrast agent which is approved for the particular patient and indication whenever pos,general
BK25-REC-142,BK25,32,32,"If there is no suitable approved contrast agent, the prescriber must tell the patient about the risks and benefits of off-label contrast agent use and obtain the patient’s informed consent to off-label contrast agent administration","e a contrast agent which is approved for the particular patient and indication whenever possible. • If there is no suitable approved contrast agent, the prescriber must tell the patient about the risks and benefits of off-label contrast agent use and obtain the patient’s informed consent to off-label contrast agent administration.",general
BK25-REC-143,BK25,32,32,Contraindications,Contraindications • Integrity of gut wall compromised: Use iodine-based water- soluble contrast media. In neonates an,general
BK25-REC-144,BK25,32,32,In neonates and patients at risk of leakage into mediastinum and/or lungs use low- or iso-osmolar contrast media,traindications • Integrity of gut wall compromised: Use iodine-based water- soluble contrast media. In neonates and patients at risk of leakage into mediastinum and/or lungs use low- or iso-osmolar contrast media. • Previous allergic reactions to barium products: Use iodine-based water- soluble contrast media a,general
BK25-REC-145,BK25,32,32,eactions to barium products: Use iodine-based water- soluble contrast media and be prepared to treat a reaction, leakage into mediastinum and/or lungs use low- or iso-osmolar contrast media. • Previous allergic reactions to barium products: Use iodine-based water- soluble contrast media and be prepared to treat a reaction. Cautions • Bowel strictures: Use only small amounts. • Extensive colitis: Avoid barium enemas. Com,general
BK25-REC-146,BK25,32,32,Extensive colitis: Avoid barium enemas,t media and be prepared to treat a reaction. Cautions • Bowel strictures: Use only small amounts. • Extensive colitis: Avoid barium enemas. Complications • Reduced bowel motility: Encourage fluid intake. • Venous intravasation: Early iden,general
BK25-REC-147,BK25,33,33,Use low- or iso-osmolar contrast media,To reduce the risk of pulmonary adverse effects • Use low- or iso-osmolar contrast media. • Avoid large doses of contrast media.,general
BK25-REC-148,BK25,33,33,Avoid large doses of contrast media,To reduce the risk of pulmonary adverse effects • Use low- or iso-osmolar contrast media. • Avoid large doses of contrast media.,general
BK25-REC-149,BK25,35,35,"itivity, and to look for cross-reactivity so that a safer contrast agent can be recommended for future injections"," and performing skin testing to categorize the reaction as either allergic or non-allergic hypersensitivity, and to look for cross-reactivity so that a safer contrast agent can be recommended for future injections.",hypersensitivity/management; cross-reactivity
